#name,value,fit,bounds,label,unit,truth
#companion b astrophysical params,,,,,,
#b_rr,0.0468,1,normal 0.0468 0.0009,$R_b / R_\star$,,
#b_rsuma,0.0311,1,normal 0.0311 0.0009,$(R_\star + R_b) / a_b$,,
#b_cosi,0.01,1,normal 0.01 0.01,$\cos{i_b}$,,
#b_epoch,2459773.252241,1,normal 2459773.252241 0.000984,$T_{0;b}$,BJD,
#b_period,24.438311,1,normal 24.438311 0.000074,$P_b$,d,
b_rr,0.0468,1,uniform 0.0450 0.0486,$R_b / R_\star$,,
b_rsuma,0.0311,1,uniform 0.0297 0.0369,$(R_\star + R_b) / a_b$,,
b_cosi,0.01,1,uniform 0.00 0.02,$\cos{i_b}$,,
b_epoch,2459773.252241,1,uniform 2459773.250190 2459773.254093,$T_{0;b}$,BJD,
b_period,24.438311,1,uniform 24.438164 24.438455,$P_b$,d,
#companion c astrophysical params,,,,,,
#c_rr,0.0206,1,normal 0.0206 0.0011,$R_c / R_\star$,,
#c_rsuma,0.0589,1,normal 0.0589 0.0011,$(R_\star + R_c) / a_c$,,
#c_cosi,0.01,1,normal 0.01 0.01,$\cos{i_c}$,,
#c_epoch,2459757.110654,1,normal 2459757.110654 0.002652,$T_{0;c}$,BJD,
#c_period,9.404415,1,normal 9.404415 0.000075,$P_b$,d,
c_rr,0.0206,1,uniform 0.0185 0.0225,$R_c / R_\star$,,
c_rsuma,0.0589,1,uniform 0.0543 0.0685,$(R_\star + R_c) / a_c$,,
c_cosi,0.01,1,uniform 0.00 0.04,$\cos{i_c}$,,
c_epoch,2459757.110654,1,uniform 2459757.105431 2459757.116232,$T_{0;c}$,BJD,
c_period,9.404415,1,uniform 9.404275 9.404556,$P_b$,d,
#companion d astrophysical params,,,,,,
#d_rr,0.0215,1,normal 0.0215 0.0011,$R_d / R_\star$,,
#d_rsuma,0.0441,1,normal 0.0441 0.0011,$(R_\star + R_d) / a_d$,,
#d_cosi,0.01,1,normal 0.01 0.01,$\cos{i_d}$,,
#d_epoch,2459762.635677,1,normal 2459762.635677 0.006146,$T_{0;d}$,BJD,
#d_period,14.564755,1,normal 14.564755 0.000194,$P_b$,d,
d_rr,0.0215,1,uniform 0.0192 0.0236,$R_d / R_\star$,,
d_rsuma,0.0441,1,uniform 0.0388 0.0515,$(R_\star + R_d) / a_d$,,
d_cosi,0.01,1,uniform 0.00 0.03,$\cos{i_d}$,,
d_epoch,2459762.635677,1,uniform 2459762.624352 2459762.647027,$T_{0;d}$,BJD,
d_period,14.564755,1,uniform 14.564343 14.565101,$P_b$,d,
#b_f_c,0,0,uniform 0.0 0.0,$\sqrt{e_b} \cos{\omega_b}$,,
#b_f_s,0,0,uniform 0.0 0.0,$\sqrt{e_b} \sin{\omega_b}$,,
#limb darkening coefficients per instrument,,,,,,
host_ldc_q1_tess,0.25,1,normal 0.25 0.02,$q_{1; \mathrm{tess}}$,,
